file_path,label
Dataset2\Black Gram_Anthracnose\143a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\144a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\145a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\146a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\147a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\148a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\149a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\14a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\150a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\151a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\152a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\153a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\154a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\155a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\156a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\157a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\158a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\159a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\15a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\160a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\161a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\162a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\163a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\164a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\165a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\166a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\167a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\168a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\169a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\16a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\170a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\171a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\172a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\173a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\174a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\175a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\176a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\177a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\178a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\179a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\17a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\180a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\181a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\182a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\183a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\184a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\185a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\186a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\187a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\188a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\189a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\18a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\190a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\191a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\192a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\193a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\194a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\195a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\196a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\197a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\198a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\199a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\19a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\1a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\200a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\201a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\202a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\203a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\204a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\205a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\206a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\207a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\208a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\209a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\20a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\210a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\211a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\212a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\213a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\214a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\215a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\216a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\217a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\218a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\219a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\21a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\220a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\221a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\222a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\223a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\224a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\225a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\226a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\227a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\228a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\229a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\22a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\230a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\23a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\24a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\25a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\26a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\27a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\28a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\29a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\2a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\30a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\31a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\32a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\33a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\34a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\35a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\36a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\37a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\38a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\39a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\3a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\40a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\41a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\42a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\43a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\44a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\45a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\46a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\47a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\48a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\49a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\4a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\50a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\51a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\52a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\53a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\54a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\55a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\56a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\57a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\58a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\59a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\5a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\60a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\61a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\62a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\63a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\64a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\65a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\66a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\67a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\68a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\69a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\6a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\70a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\71a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\72a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\73a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\74a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\75a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\76a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\77a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\78a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\79a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\7a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\80a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\81a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\82a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\83a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\84a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\85a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\86a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\87a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\88a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\89a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\8a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\90a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\91a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\92a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\93a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\94a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\95a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\96a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\97a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\98a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\99a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\9a.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1014.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1015.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1016.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1021.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1026.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1028.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1036.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1038.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1044.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_105.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1050.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1052.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1065.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_107.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1072.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1076.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1079.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1081.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1085.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1087.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1090.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1097.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1103.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1108.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1110.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1112.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1118.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1119.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1129.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1133.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1142.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1145.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1147.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1152.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1154.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_116.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1162.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1164.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1165.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1169.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_117.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1170.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1178.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1186.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1194.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1195.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1197.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1199.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1201.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1205.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1209.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1210.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1212.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1215.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1220.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1226.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1230.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1232.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1236.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1239.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1240.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1241.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1243.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1247.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1256.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1258.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1260.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1261.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1268.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1270.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1278.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1280.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1282.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1285.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1287.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1288.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1298.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_13.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_130.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1302.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1304.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1305.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_131.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1312.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1314.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1316.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1320.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1321.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1328.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1329.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1336.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1348.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_135.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1357.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1362.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1371.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1373.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1375.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1382.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1385.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_139.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_14.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1426.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1437.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1445.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1446.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_145.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1453.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1456.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1462.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1463.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_1465.jpg,Black Gram_Anthracnose
Dataset2\Black Gram_Anthracnose\aug_0_147.jpg,Black Gram_Anthracnose
